condition_id,path_separation,detector_spatial_resolution,coherence_time,detector_response_time,record_entropy_bits,record_survival_probability,environment_coupling,Lambda,Gamma,Theta,marker_angle,marker_visibility,t_meas,kappa_eff_true,visibility_true,visibility_obs,visibility_se
10,1.0,0.35,1.0,0.6599999999999999,2.56,0.72,0.82,0.9831201158512101,0.8993075154245982,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.7749088356006514,0.15934173000326482,0.1603214141036352,0.002
11,1.0,0.35,1.0,0.6599999999999999,3.2,0.72,0.82,0.9831201158512101,0.8993075154245982,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.8713769951934766,0.14385024547960967,0.14456401949592979,0.002
12,1.0,0.35,1.0,1.0699999999999998,0.0,0.72,0.82,0.9831201158512101,0.5824866371066306,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36256858297466943,0.002
13,1.0,0.35,1.0,1.0699999999999998,0.64,0.72,0.82,0.9831201158512101,0.5824866371066306,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.17813353941573992,0.2999961506732876,0.2981352145838712,0.002
14,1.0,0.35,1.0,1.0699999999999998,1.28,0.72,0.82,0.9831201158512101,0.5824866371066306,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.31522162358923816,0.25941390500492884,0.2593554013600023,0.002
15,1.0,0.35,1.0,1.0699999999999998,1.92,0.72,0.82,0.9831201158512101,0.5824866371066306,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.42072192905669675,0.23196126275366669,0.23335186914258327,0.002
16,1.0,0.35,1.0,1.0699999999999998,2.56,0.72,0.82,0.9831201158512101,0.5824866371066306,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.501912898504053,0.21282907161003017,0.21014064251546,0.002
17,1.0,0.35,1.0,1.0699999999999998,3.2,0.72,0.82,0.9831201158512101,0.5824866371066306,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.5643958789143304,0.1991868028501211,0.19827157132804069,0.002
18,1.0,0.35,1.0,1.48,0.0,0.72,0.82,0.9831201158512101,0.3665268214920355,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.35855530899707194,0.002
19,1.0,0.35,1.0,1.48,0.64,0.72,0.82,0.9831201158512101,0.3665268214920355,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.11208964436934403,0.32175529372361283,0.3191762182440429,0.002
20,1.0,0.35,1.0,1.48,1.28,0.72,0.82,0.9831201158512101,0.3665268214920355,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.19835164001980693,0.29363392134770133,0.2899504512721179,0.002
21,1.0,0.35,1.0,1.48,1.92,0.72,0.82,0.9831201158512101,0.3665268214920355,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.264737182907974,0.27367737394139413,0.2732071916792448,0.002
22,1.0,0.35,1.0,1.48,2.56,0.72,0.82,0.9831201158512101,0.3665268214920355,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.3158261969207517,0.2592476775506633,0.2567127845877759,0.002
23,1.0,0.35,1.0,1.48,3.2,0.72,0.82,0.9831201158512101,0.3665268214920355,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.35514330180900633,0.2486630462634513,0.2492055749810947,0.002
24,1.0,0.35,1.0,1.89,0.0,0.72,0.82,0.9831201158512101,0.24417648051944463,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36267125664992206,0.002
25,1.0,0.35,1.0,1.89,0.64,0.72,0.82,0.9831201158512101,0.24417648051944463,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.07467299324335352,0.33477595583580727,0.33440209394654735,0.002
26,1.0,0.35,1.0,1.89,1.28,0.72,0.82,0.9831201158512101,0.24417648051944463,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.13213986678557085,0.3149876624043447,0.3099541429827037,0.002
27,1.0,0.35,1.0,1.89,1.92,0.72,0.82,0.9831201158512101,0.24417648051944463,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.17636524749255278,0.3005591093446356,0.29948172355294234,0.002
28,1.0,0.35,1.0,1.89,2.56,0.72,0.82,0.9831201158512101,0.24417648051944463,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.21040023457499124,0.2899068185765884,0.28980981668578626,0.002
29,1.0,0.35,1.0,1.89,3.2,0.72,0.82,0.9831201158512101,0.24417648051944463,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.2365928942465195,0.28196680113834544,0.28219341911035206,0.002
30,1.0,0.35,1.0,2.3,0.0,0.72,0.82,0.9831201158512101,0.17224322423377625,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3592974829456628,0.002
31,1.0,0.35,1.0,2.3,0.64,0.72,0.82,0.9831201158512101,0.17224322423377625,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.0526746764965267,0.3426757873901038,0.3417202808380359,0.002
32,1.0,0.35,1.0,2.3,1.28,0.72,0.82,0.9831201158512101,0.17224322423377625,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.09321207618583859,0.32825995668001634,0.3263029185239031,0.002
33,1.0,0.35,1.0,2.3,1.92,0.72,0.82,0.9831201158512101,0.17224322423377625,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.12440886528580351,0.31758011062151753,0.31596243614266634,0.002
34,1.0,0.35,1.0,2.3,2.56,0.72,0.82,0.9831201158512101,0.17224322423377625,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.14841730336044145,0.30959830288263457,0.3117201001294067,0.002
35,1.0,0.35,1.0,2.3,3.2,0.72,0.82,0.9831201158512101,0.17224322423377625,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.16689372723011373,0.30359252342643167,0.30197745407576787,0.002
36,1.0,0.72,1.0,0.25,0.0,0.72,0.82,0.6188286139470075,0.9999998874648253,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36229271106678257,0.002
37,1.0,0.72,1.0,0.25,0.64,0.72,0.82,0.6188286139470075,0.9999998874648253,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.19249678747604185,0.2954623184302279,0.29723109816499427,0.002
38,1.0,0.72,1.0,0.25,1.28,0.72,0.82,0.6188286139470075,0.9999998874648253,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.34063854613191846,0.2525166318919601,0.2513494310264735,0.002
39,1.0,0.72,1.0,0.25,1.92,0.72,0.82,0.6188286139470075,0.9999998874648253,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.4546455430558925,0.2237666093129858,0.2235432054138175,0.002
40,1.0,0.72,1.0,0.25,2.56,0.72,0.82,0.6188286139470075,0.9999998874648253,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.5423830956916459,0.2038902144120536,0.20411114269855257,0.002
41,1.0,0.72,1.0,0.25,3.2,0.72,0.82,0.6188286139470075,0.9999998874648253,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.6099041983450639,0.1898043586140653,0.18993192216257543,0.002
42,1.0,0.72,1.0,0.6599999999999999,0.0,0.72,0.82,0.6188286139470075,0.8993075154245982,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.35990764282383825,0.002
43,1.0,0.72,1.0,0.6599999999999999,0.64,0.72,0.82,0.6188286139470075,0.8993075154245982,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.1731138271536909,0.3015969997247324,0.3017492801854864,0.002
44,1.0,0.72,1.0,0.6599999999999999,1.28,0.72,0.82,0.6188286139470075,0.8993075154245982,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.3063388390536378,0.261868550209272,0.2645861970527551,0.002
45,1.0,0.72,1.0,0.6599999999999999,1.92,0.72,0.82,0.6188286139470075,0.8993075154245982,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.4088661997362911,0.2348953686972783,0.23180107934102134,0.002
46,1.0,0.72,1.0,0.6599999999999999,2.56,0.72,0.82,0.6188286139470075,0.8993075154245982,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.4877692490859538,0.21604460062821246,0.21776336600425567,0.002
47,1.0,0.72,1.0,0.6599999999999999,3.2,0.72,0.82,0.6188286139470075,0.8993075154245982,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.5484914909853166,0.2025740272128923,0.20281273526428548,0.002
48,1.0,0.72,1.0,1.0699999999999998,0.0,0.72,0.82,0.6188286139470075,0.5824866371066306,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3610748136884592,0.002
49,1.0,0.72,1.0,1.0699999999999998,0.64,0.72,0.82,0.6188286139470075,0.5824866371066306,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.11212681900896056,0.32174261242857094,0.3257434455212558,0.002
50,1.0,0.72,1.0,1.0699999999999998,1.28,0.72,0.82,0.6188286139470075,0.5824866371066306,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.1984174235342125,0.2936134423900024,0.29513796181417185,0.002
51,1.0,0.72,1.0,1.0699999999999998,1.92,0.72,0.82,0.6188286139470075,0.5824866371066306,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.26482498325227044,0.27365189891769826,0.2712533211134878,0.002
52,1.0,0.72,1.0,1.0699999999999998,2.56,0.72,0.82,0.6188286139470075,0.5824866371066306,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.3159309409862543,0.2592188889945195,0.25936792145206244,0.002
53,1.0,0.72,1.0,1.0699999999999998,3.2,0.72,0.82,0.6188286139470075,0.5824866371066306,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.3552610854306001,0.2486319957536883,0.24978537492102867,0.002
54,1.0,0.72,1.0,1.48,0.0,0.72,0.82,0.6188286139470075,0.3665268214920355,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3619801902259721,0.002
55,1.0,0.72,1.0,1.48,0.64,0.72,0.82,0.6188286139470075,0.3665268214920355,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.07055524360096815,0.33624070160246894,0.3376065221368594,0.002
56,1.0,0.72,1.0,1.48,1.28,0.72,0.82,0.6188286139470075,0.3665268214920355,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.12485317764177435,0.31743054248051533,0.3172975078402165,0.002
57,1.0,0.72,1.0,1.48,1.92,0.72,0.82,0.6188286139470075,0.3665268214920355,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.16663980455463617,0.30367426645341,0.30500876157507867,0.002
58,1.0,0.72,1.0,1.48,2.56,0.72,0.82,0.6188286139470075,0.3665268214920355,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.1987979744666343,0.2934950017315739,0.29637204691488617,0.002
59,1.0,0.72,1.0,1.48,3.2,0.72,0.82,0.6188286139470075,0.3665268214920355,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.2235462723908831,0.2858941807502001,0.2845428562481888,0.002
60,1.0,0.72,1.0,1.89,0.0,0.72,0.82,0.6188286139470075,0.24417648051944463,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36276403169745286,0.002
61,1.0,0.72,1.0,1.89,0.64,0.72,0.82,0.6188286139470075,0.24417648051944463,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.047003193366711986,0.344742528782501,0.34381591362942415,0.002
62,1.0,0.72,1.0,1.89,1.28,0.72,0.82,0.6188286139470075,0.24417648051944463,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.08317593068397022,0.33177149314740234,0.332026029969854,0.002
63,1.0,0.72,1.0,1.89,1.92,0.72,0.82,0.6188286139470075,0.24417648051944463,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.11101376108019247,0.32212252383137746,0.3197481347756772,0.002
64,1.0,0.72,1.0,1.89,2.56,0.72,0.82,0.6188286139470075,0.24417648051944463,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.13243721030307185,0.31488837749094467,0.3137297742979393,0.002
65,1.0,0.72,1.0,1.89,3.2,0.72,0.82,0.6188286139470075,0.24417648051944463,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.14892427736515057,0.309431935859045,0.309039543913436,0.002
66,1.0,0.72,1.0,2.3,0.0,0.72,0.82,0.6188286139470075,0.17224322423377625,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36415528222087445,0.002
67,1.0,0.72,1.0,2.3,0.64,0.72,0.82,0.6188286139470075,0.17224322423377625,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.03315627106076421,0.34984099604422075,0.352131440059129,0.002
68,1.0,0.72,1.0,2.3,1.28,0.72,0.82,0.6188286139470075,0.17224322423377625,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.058672688086808776,0.3405035351577339,0.3378564795727654,0.002
69,1.0,0.72,1.0,2.3,1.92,0.72,0.82,0.6188286139470075,0.17224322423377625,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.07830962303205018,0.3334876586117208,0.3318983738797467,0.002
70,1.0,0.72,1.0,2.3,2.56,0.72,0.82,0.6188286139470075,0.17224322423377625,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.09342182368506713,0.3281869662186988,0.32948077306384566,0.002
71,1.0,0.72,1.0,2.3,3.2,0.72,0.82,0.6188286139470075,0.17224322423377625,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.10505187741870177,0.3241650968473647,0.3201802572790157,0.002
72,1.0,1.0899999999999999,1.0,0.25,0.0,0.72,0.82,0.3435048655621268,0.9999998874648253,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3614314147467689,0.002
73,1.0,1.0899999999999999,1.0,0.25,0.64,0.72,0.82,0.3435048655621268,0.9999998874648253,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.10685282097954418,0.32354672245764093,0.32335214860630074,0.002
74,1.0,1.0899999999999999,1.0,0.25,1.28,0.72,0.82,0.3435048655621268,0.9999998874648253,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.18908465988346015,0.2965331295149906,0.2990471594695642,0.002
75,1.0,1.0899999999999999,1.0,0.25,1.92,0.72,0.82,0.3435048655621268,0.9999998874648253,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.25236867304783056,0.27728986377090137,0.2786686715720429,0.002
76,1.0,1.0899999999999999,1.0,0.25,2.56,0.72,0.82,0.3435048655621268,0.9999998874648253,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.30107081051149237,0.26333526125042156,0.26268083440997714,0.002
77,1.0,1.0899999999999999,1.0,0.25,3.2,0.72,0.82,0.3435048655621268,0.9999998874648253,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.3385510219413328,0.25307613421361486,0.2523389824254149,0.002
78,1.0,1.0899999999999999,1.0,0.6599999999999999,0.0,0.72,0.82,0.3435048655621268,0.8993075154245982,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36185736367563776,0.002
79,1.0,1.0899999999999999,1.0,0.6599999999999999,0.64,0.72,0.82,0.3435048655621268,0.8993075154245982,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.09609355576512833,0.3272586435075964,0.33030570230850875,0.002
80,1.0,1.0899999999999999,1.0,0.6599999999999999,1.28,0.72,0.82,0.3435048655621268,0.8993075154245982,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.17004527482077444,0.30257980369053034,0.3017237538053846,0.002
81,1.0,1.0899999999999999,1.0,0.6599999999999999,1.92,0.72,0.82,0.3435048655621268,0.8993075154245982,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.22695706987030076,0.2848621897034999,0.28425482892677045,0.002
82,1.0,1.0899999999999999,1.0,0.6599999999999999,2.56,0.72,0.82,0.3435048655621268,0.8993075154245982,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.27075527303745217,0.2719367197663796,0.27264189790095017,0.002
83,1.0,1.0899999999999999,1.0,0.6599999999999999,3.2,0.72,0.82,0.3435048655621268,0.8993075154245982,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.3044615126491481,0.262390291382618,0.26214875049244507,0.002
84,1.0,1.0899999999999999,1.0,1.0699999999999998,0.0,0.72,0.82,0.3435048655621268,0.5824866371066306,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3619631860207422,0.002
85,1.0,1.0899999999999999,1.0,1.0699999999999998,0.64,0.72,0.82,0.3435048655621268,0.5824866371066306,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.06224034736195988,0.33921800110486655,0.33698986681856447,0.002
86,1.0,1.0899999999999999,1.0,1.0699999999999998,1.28,0.72,0.82,0.3435048655621268,0.5824866371066306,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.1101393000585131,0.3224213114422595,0.3223982685061824,0.002
87,1.0,1.0899999999999999,1.0,1.0699999999999998,1.92,0.72,0.82,0.3435048655621268,0.5824866371066306,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.1470013962175214,0.31006341650636265,0.3091762540604138,0.002
88,1.0,1.0899999999999999,1.0,1.0699999999999998,2.56,0.72,0.82,0.3435048655621268,0.5824866371066306,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.17536974368107155,0.3008765055502621,0.3032087611026425,0.002
89,1.0,1.0899999999999999,1.0,1.0699999999999998,3.2,0.72,0.82,0.3435048655621268,0.5824866371066306,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.19720146845172176,0.29399221026638517,0.2952983872717875,0.002
90,1.0,1.0899999999999999,1.0,1.48,0.0,0.72,0.82,0.3435048655621268,0.3665268214920355,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36230946725065377,0.002
91,1.0,1.0899999999999999,1.0,1.48,0.64,0.72,0.82,0.3435048655621268,0.3665268214920355,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.03916442924846571,0.34761958330488746,0.34895634535142217,0.002
92,1.0,1.0899999999999999,1.0,1.48,1.28,0.72,0.82,0.3435048655621268,0.3665268214920355,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.06930460717919333,0.33668683939453387,0.3360071002911076,0.002
93,1.0,1.0899999999999999,1.0,1.48,1.92,0.72,0.82,0.3435048655621268,0.3665268214920355,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.09249989798587625,0.32850791018580233,0.3306121629026562,0.002
94,1.0,1.0899999999999999,1.0,1.48,2.56,0.72,0.82,0.3435048655621268,0.3665268214920355,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.11035053963912549,0.32234910929685423,0.32233831017551096,0.002
95,1.0,1.0899999999999999,1.0,1.48,3.2,0.72,0.82,0.3435048655621268,0.3665268214920355,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.12408804394930681,0.31768815199593625,0.31885491670429705,0.002
96,1.0,1.0899999999999999,1.0,1.89,0.0,0.72,0.82,0.3435048655621268,0.24417648051944463,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3597759679860266,0.002
97,1.0,1.0899999999999999,1.0,1.89,0.64,0.72,0.82,0.3435048655621268,0.24417648051944463,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.026090948696508846,0.35247144582688944,0.3531648059246463,0.002
98,1.0,1.0899999999999999,1.0,1.89,1.28,0.72,0.82,0.3435048655621268,0.24417648051944463,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.04617003196631214,0.3450471888480194,0.3416707806132863,0.002
99,1.0,1.0899999999999999,1.0,1.89,1.92,0.72,0.82,0.3435048655621268,0.24417648051944463,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.06162250131288064,0.339440281476345,0.3353696235864651,0.002
100,1.0,1.0899999999999999,1.0,1.89,2.56,0.72,0.82,0.3435048655621268,0.24417648051944463,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.07351441917079084,0.3351874318482266,0.3345784780928037,0.002
101,1.0,1.0899999999999999,1.0,1.89,3.2,0.72,0.82,0.3435048655621268,0.24417648051944463,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.0826662063167519,0.3319508390740226,0.3301509838588254,0.002
102,1.0,1.0899999999999999,1.0,2.3,0.0,0.72,0.82,0.3435048655621268,0.17224322423377625,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36268586006809805,0.002
103,1.0,1.0899999999999999,1.0,2.3,0.64,0.72,0.82,0.3435048655621268,0.17224322423377625,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.018404676475164663,0.35535554492746946,0.35984505818044155,0.002
104,1.0,1.0899999999999999,1.0,2.3,1.28,0.72,0.82,0.3435048655621268,0.17224322423377625,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.03256855513658219,0.35005905461981096,0.3483956082569868,0.002
105,1.0,1.0899999999999999,1.0,2.3,1.92,0.72,0.82,0.3435048655621268,0.17224322423377625,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.04346879883312692,0.34603679480556604,0.3447889076326782,0.002
106,1.0,1.0899999999999999,1.0,2.3,2.56,0.72,0.82,0.3435048655621268,0.17224322423377625,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.051857412960958776,0.3429728400241534,0.3433836479162828,0.002
107,1.0,1.0899999999999999,1.0,2.3,3.2,0.72,0.82,0.3435048655621268,0.17224322423377625,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.05831312614909293,0.34063336598308913,0.34161939256591384,0.002
108,1.0,1.46,1.0,0.25,0.0,0.72,0.82,0.20908563956213255,0.9999998874648253,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3620049423448621,0.002
109,1.0,1.46,1.0,0.25,0.64,0.72,0.82,0.20908563956213255,0.9999998874648253,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.06503951662217533,0.3382127756749112,0.3378009150144048,0.002
110,1.0,1.46,1.0,0.25,1.28,0.72,0.82,0.20908563956213255,0.9999998874648253,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.11509265517513095,0.32073249281254335,0.32213741872278445,0.002
111,1.0,1.46,1.0,0.25,1.92,0.72,0.82,0.20908563956213255,0.9999998874648253,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.15361257059140235,0.3078976697941082,0.30893748506817603,0.002
112,1.0,1.46,1.0,0.25,2.56,0.72,0.82,0.20908563956213255,0.9999998874648253,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.18325674329611455,0.29837105827417704,0.29630370661002964,0.002
113,1.0,1.46,1.0,0.25,3.2,0.72,0.82,0.20908563956213255,0.9999998874648253,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.20607031819237698,0.2912407542190385,0.2910823915818068,0.002
114,1.0,1.46,1.0,0.6599999999999999,0.0,0.72,0.82,0.20908563956213255,0.8993075154245982,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.36242832817399656,0.002
115,1.0,1.46,1.0,0.6599999999999999,0.64,0.72,0.82,0.20908563956213255,0.8993075154245982,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.058490532680147665,0.340569301748083,0.3384603325039848,0.002
116,1.0,1.46,1.0,0.6599999999999999,1.28,0.72,0.82,0.20908563956213255,0.8993075154245982,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.10350370141697415,0.3246976252299528,0.32521730343130156,0.002
117,1.0,1.46,1.0,0.6599999999999999,1.92,0.72,0.82,0.20908563956213255,0.8993075154245982,0.5442128994143702,1.2,0.3623577544766736,0.5301145224422263,0.13814495474270636,0.3129885794264417,0.3112726664720886,0.002
118,1.0,1.46,1.0,0.6599999999999999,2.56,0.72,0.82,0.20908563956213255,0.8993075154245982,0.6492351714606054,1.2,0.3623577544766736,0.5301145224422263,0.1648041850446999,0.30426584583505706,0.30620997925089116,0.002
119,1.0,1.46,1.0,0.6599999999999999,3.2,0.72,0.82,0.20908563956213255,0.8993075154245982,0.7300582557466303,1.2,0.3623577544766736,0.5301145224422263,0.18532060671142975,0.29771888608231717,0.2981043779075273,0.002
120,1.0,1.46,1.0,1.0699999999999998,0.0,0.72,0.82,0.20908563956213255,0.5824866371066306,0.0,1.2,0.3623577544766736,0.5301145224422263,0.0,0.3623577544766736,0.3625363674482117,0.002
121,1.0,1.46,1.0,1.0699999999999998,0.64,0.72,0.82,0.20908563956213255,0.5824866371066306,0.23041957947316738,1.2,0.3623577544766736,0.5301145224422263,0.03788465357964783,0.34809157292945797,0.34690951622374544,0.002
122,1.0,1.46,1.0,1.0699999999999998,1.28,0.72,0.82,0.20908563956213255,0.5824866371066306,0.4077459763417435,1.2,0.3623577544766736,0.5301145224422263,0.06703994121298658,0.3374962175532398,0.33725899790548436,0.002
